,Location,Day,month,dayhalf,age,First F,First M,Female count,Male count,Gender,crimetype
3046,Karkala,0.0,2.0,1.0,51.0,1,0,2,1,1,Accident case
3047,Udupi,3.0,3.0,1.0,43.0,1,0,1,0,1,Missing case
3051,Kundapur,1.0,1.0,0.0,68.0,0,1,0,2,0,Theft case
3052,Hiriyadka,3.0,3.0,1.0,39.0,1,0,2,0,1,Other case
3053,Kota,3.0,3.0,0.0,39.0,1,0,1,0,1,Other case
3054,Kundapur,3.0,3.0,0.0,27.0,1,0,2,1,1,Other case
3055,Hebri,3.0,3.0,0.0,45.0,1,0,3,3,1,Other case
3056,Kundapur,3.0,3.0,1.0,26.0,0,0,0,0,2,Accident case
3057,Udupi,3.0,3.0,0.0,60.0,1,0,6,0,1,Accident case
3058,Byndoor,2.0,3.0,0.0,39.0,1,0,1,0,1,Accident case
3059,Kundapur,3.0,3.0,0.0,24.0,0,0,0,0,2,Other case
3060,Byndoor,3.0,3.0,1.0,43.0,1,0,1,0,1,Other case
3061,Udupi,2.0,7.0,0.0,31.0,0,1,0,2,0,Other case
3062,Kundapur,2.0,3.0,1.0,39.0,1,0,1,3,1,Other case
3063,Kundapur,2.0,3.0,1.0,50.0,1,0,2,1,1,Other case
3064,Hiriyadka,2.0,3.0,1.0,39.0,0,0,2,1,2,Accident case
3065,Udupi,6.0,3.0,0.0,28.0,0,0,1,2,2,Accident case
3066,Kundapur,1.0,3.0,0.0,21.0,0,0,0,0,2,Accident case
3067,Amasebailu,1.0,3.0,0.0,32.0,0,1,1,3,0,Accident case
3068,Kundapur,2.0,3.0,0.0,46.0,1,0,3,5,1,Other case
3069,Kota,1.0,3.0,0.0,27.0,0,0,2,7,2,Other case
3070,Udupi,2.0,3.0,1.0,40.0,0,0,1,2,2,Accident case
3071,Karkala,1.0,3.0,1.0,24.0,0,0,0,1,2,Accident case
3072,Udupi,2.0,3.0,1.0,66.0,0,1,1,1,0,Accident case
3074,Udupi,2.0,3.0,0.0,39.0,0,0,0,1,2,Other case
3075,Shankaranarayana,6.0,7.0,0.0,39.0,1,0,2,0,1,Other case
3076,Byndoor,2.0,7.0,0.0,43.0,0,0,0,0,2,Accident case
3077,Kundapur,3.0,3.0,0.0,62.0,0,0,0,0,2,Theft case
3078,Kundapur,1.0,3.0,0.0,52.0,1,0,1,1,1,Jugari case
3079,Udupi,1.0,3.0,0.0,61.0,0,0,0,0,2,Jugari case
3080,Sirva,1.0,2.0,0.0,59.0,1,0,1,0,1,Other case
3081,Udupi,1.0,3.0,0.0,20.0,1,0,2,0,1,Other case
3082,Shankaranarayana,6.0,3.0,0.0,67.0,0,0,3,1,2,Accident case
3083,Udupi,5.0,3.0,0.0,46.0,1,0,4,1,1,Other case
3086,Hiriyadka,0.0,3.0,0.0,28.0,1,0,2,0,1,Accident case
3087,Udupi,0.0,3.0,0.0,45.0,1,0,2,0,1,Accident case
3088,Kota,5.0,3.0,0.0,35.0,0,0,0,1,2,Accident case
3089,Manipal,0.0,3.0,1.0,46.0,1,0,2,0,1,Other case
3090,Byndoor,1.0,3.0,0.0,27.0,0,0,2,1,2,Accident case
3091,Udupi,0.0,3.0,1.0,32.0,1,0,1,1,1,Accident case
3092,Kundapur,5.0,3.0,1.0,31.0,1,0,1,0,1,Accident case
3093,Shankaranarayana,2.0,3.0,1.0,28.0,1,0,2,0,1,Jugari case
3094,Shankaranarayana,2.0,3.0,1.0,36.0,1,0,1,1,1,Jugari case
3095,Kundapur,2.0,3.0,1.0,35.0,1,0,1,0,1,Jugari case
3096,Udupi,0.0,3.0,1.0,39.0,1,0,1,0,1,Other case
3097,Udupi,2.0,3.0,1.0,39.0,1,0,1,0,1,Other case
3098,Shankaranarayana,2.0,3.0,0.0,39.0,1,0,2,0,1,Other case
3099,Manipal,2.0,3.0,1.0,39.0,1,0,3,0,1,Other case
3100,Udupi,2.0,7.0,1.0,39.0,1,0,5,0,1,Accident case
3101,Kundapur,1.0,3.0,0.0,46.0,0,0,0,1,2,Accident case
3102,Udupi,1.0,3.0,1.0,30.0,1,0,1,0,1,Accident case
3103,Kundapur,0.0,3.0,1.0,27.0,0,0,0,0,2,Accident case
3104,Udupi,6.0,3.0,1.0,56.0,1,0,1,0,1,Accident case
3105,Udupi,0.0,3.0,0.0,39.0,1,0,2,0,1,Accident case
3106,Sirva,0.0,3.0,0.0,29.0,0,0,2,2,2,Accident case
3108,Udupi,1.0,3.0,0.0,38.0,1,0,2,0,1,Jugari case
3109,Shankaranarayana,1.0,3.0,0.0,25.0,0,0,0,0,2,Other case
3110,Udupi,2.0,7.0,0.0,28.0,1,0,3,5,1,Other case
3111,Kota,1.0,3.0,0.0,2.0,1,0,2,5,1,Other case
3112,Kota,1.0,3.0,0.0,65.0,0,0,0,1,2,Theft case
3113,Manipal,6.0,3.0,0.0,35.0,0,0,2,2,2,Accident case
3114,Karkala,1.0,3.0,1.0,42.0,1,0,1,0,1,Accident case
3115,Byndoor,0.0,3.0,1.0,49.0,0,0,3,3,2,Other case
3116,Kollur,6.0,3.0,1.0,23.0,1,0,2,0,1,Accident case
3117,Udupi,2.0,7.0,0.0,56.0,0,0,1,1,2,Accident case
3118,Udupi,0.0,3.0,1.0,35.0,1,0,1,0,1,Jugari case
3119,Manipal,6.0,3.0,0.0,41.0,1,0,1,0,1,Accident case
3120,Hiriyadka,0.0,3.0,1.0,22.0,1,0,2,0,1,Accident case
3121,Udupi,4.0,3.0,0.0,30.0,1,0,3,0,1,Other case
3125,Udupi,6.0,3.0,1.0,39.0,1,0,1,0,1,Accident case
3126,Karkala,5.0,3.0,0.0,70.0,1,0,1,0,1,Missing case
3127,Udupi,6.0,3.0,0.0,49.0,1,0,1,0,1,Other case
3128,Kundapur,6.0,3.0,1.0,39.0,1,0,3,0,1,Other case
3129,Sirva,4.0,3.0,1.0,42.0,1,0,2,0,1,Accident case
3130,Byndoor,5.0,3.0,0.0,26.0,0,1,0,6,0,Theft case
3131,Kollur,5.0,3.0,1.0,68.0,0,0,0,1,2,Other case
3132,Karkala,5.0,3.0,0.0,31.0,0,0,0,0,2,Accident case
3133,Udupi,5.0,3.0,0.0,85.0,1,0,2,0,1,Accident case
3134,Udupi,4.0,3.0,0.0,39.0,0,0,0,0,2,Other case
3135,Udupi,3.0,3.0,1.0,69.0,0,0,0,0,2,Other case
3136,Kundapur,6.0,4.0,1.0,49.0,1,0,1,0,1,Accident case
3137,Byndoor,5.0,4.0,1.0,39.0,0,0,2,1,2,Accident case
3138,Kundapur,2.0,7.0,1.0,39.0,0,0,0,0,2,Accident case
3139,Udupi,2.0,7.0,0.0,39.0,1,0,2,1,1,Accident case
3140,Shankaranarayana,2.0,7.0,0.0,35.0,0,0,0,1,2,Other case
3141,Udupi,6.0,4.0,1.0,38.0,0,0,1,2,2,Other case
3142,Udupi,6.0,4.0,0.0,30.0,1,0,1,1,1,Accident case
3143,Udupi,5.0,4.0,0.0,39.0,1,0,1,0,1,Accident case
3144,Hiriyadka,4.0,3.0,0.0,32.0,0,1,1,6,0,Other case
3145,Kundapur,5.0,4.0,0.0,23.0,0,0,1,4,2,Other case
3146,Udupi,5.0,4.0,1.0,35.0,1,0,4,0,1,Accident case
3147,Shankaranarayana,5.0,4.0,1.0,51.0,0,1,1,1,0,Jugari case
3148,Kundapur,5.0,4.0,1.0,39.0,1,0,2,1,1,Jugari case
3149,Kundapur,5.0,4.0,0.0,39.0,1,0,2,1,1,Jugari case
3150,Udupi,3.0,4.0,0.0,34.0,1,0,2,5,1,Other case
3151,Kota,4.0,4.0,0.0,55.0,0,0,0,1,2,Accident case
3152,Sirva,3.0,4.0,1.0,48.0,1,0,1,0,1,Accident case
3153,Kundapur,4.0,11.0,0.0,40.0,0,0,6,3,2,Other case
3154,Udupi,4.0,4.0,1.0,44.0,0,0,0,0,2,Other case
3155,Kundapur,3.0,4.0,1.0,65.0,0,0,0,2,2,Other case
3156,Kundapur,3.0,4.0,1.0,49.0,0,1,1,2,0,Other case
3157,Udupi,2.0,7.0,0.0,86.0,0,0,0,2,2,Other case
3158,Kota,3.0,4.0,1.0,28.0,1,0,6,2,1,Other case
3159,Udupi,3.0,4.0,1.0,9.0,1,0,5,1,1,Accident case
3160,Sirva,6.0,3.0,0.0,65.0,1,0,1,0,1,Other case
3161,Udupi,3.0,4.0,1.0,26.0,0,0,0,1,2,Other case
3162,Manipal,5.0,3.0,0.0,39.0,1,0,1,0,1,Other case
3163,Kundapur,2.0,4.0,1.0,29.0,0,0,0,0,2,Other case
3164,Udupi,2.0,4.0,0.0,29.0,1,0,1,0,1,Other case
3165,Amasebailu,2.0,4.0,0.0,21.0,1,0,4,2,1,Accident case
3166,Udupi,2.0,4.0,0.0,1.0,1,0,1,0,1,Other case
3167,Udupi,2.0,4.0,1.0,48.0,1,0,2,2,1,Other case
3168,Kundapur,2.0,4.0,1.0,39.0,1,0,1,0,1,Accident case
3169,Udupi,2.0,7.0,0.0,52.0,0,0,0,0,2,Other case
3170,Kota,2.0,7.0,1.0,39.0,0,0,0,2,2,Other case
3171,Kundapur,2.0,4.0,0.0,35.0,0,0,0,0,2,Accident case
3172,Shankaranarayana,2.0,7.0,0.0,39.0,1,0,1,0,1,Accident case
3173,Byndoor,1.0,4.0,0.0,39.0,1,0,2,1,1,Accident case
3174,Sirva,2.0,4.0,1.0,39.0,0,0,0,0,2,Accident case
3175,Kundapur,2.0,4.0,0.0,58.0,1,0,3,4,1,Violence Act in case
3176,Kollur,2.0,4.0,1.0,29.0,1,0,2,1,1,Violence Act in case
3177,Kundapur,2.0,4.0,1.0,45.0,0,0,1,1,2,Violence Act in case
3178,Kundapur,2.0,4.0,0.0,39.0,0,0,0,0,2,Accident case
3179,Byndoor,1.0,4.0,1.0,39.0,0,0,1,3,2,Other case
3180,Udupi,0.0,4.0,0.0,29.0,1,0,4,5,1,Accident case
3181,Udupi,1.0,4.0,0.0,36.0,1,0,2,2,1,Accident case
3182,Udupi,1.0,4.0,0.0,18.0,0,0,2,1,2,Accident case
3183,Kota,0.0,4.0,0.0,47.0,1,0,1,2,1,Accident case
3184,Kundapur,6.0,4.0,1.0,35.0,1,0,2,1,1,Accident case
3185,Udupi,1.0,4.0,0.0,39.0,0,0,0,0,2,Other case
3186,Hebri,0.0,4.0,0.0,43.0,1,0,1,2,1,Missing case
3187,Hiriyadka,0.0,4.0,1.0,39.0,1,0,1,0,1,Jugari case
3188,Udupi,0.0,4.0,0.0,35.0,0,0,2,1,2,Accident case
3189,Udupi,0.0,4.0,0.0,32.0,1,0,4,2,1,Accident case
3190,Udupi,0.0,4.0,0.0,1.0,1,0,1,0,1,Jugari case
3191,Kundapur,0.0,4.0,0.0,30.0,0,0,1,3,2,Jugari case
3192,Sirva,0.0,4.0,1.0,35.0,1,0,1,2,1,Jugari case
3193,Udupi,2.0,7.0,0.0,39.0,1,0,2,0,1,Jugari case
3194,Kollur,6.0,4.0,1.0,43.0,0,0,0,0,2,Other case
3195,Shankaranarayana,6.0,4.0,0.0,37.0,0,0,0,0,2,Other case
3196,Udupi,2.0,7.0,0.0,43.0,0,0,3,5,2,Other case
3197,Udupi,5.0,4.0,1.0,1.0,0,0,0,2,2,Other case
3198,Kota,5.0,4.0,0.0,29.0,1,0,2,1,1,Accident case
3199,Karkala,1.0,4.0,0.0,46.0,1,0,1,0,1,Theft case
3200,Sirva,5.0,4.0,1.0,27.0,0,0,0,1,2,Other case
3201,Kollur,6.0,4.0,0.0,39.0,1,0,1,0,1,Other case
3202,Shankaranarayana,5.0,4.0,0.0,42.0,0,0,0,0,2,Accident case
3203,Byndoor,4.0,4.0,1.0,53.0,1,0,3,0,1,Accident case
3204,Kundapur,5.0,4.0,1.0,57.0,1,0,2,0,1,Jugari case
3205,Kundapur,5.0,4.0,1.0,34.0,1,0,1,0,1,Jugari case
3206,Karkala,0.0,4.0,0.0,33.0,0,0,0,0,2,Other case
3207,Kollur,3.0,7.0,0.0,35.0,1,0,2,2,1,Other case
3208,Udupi,4.0,4.0,1.0,39.0,0,0,0,0,2,Other case
3209,Kundapur,3.0,5.0,1.0,30.0,0,0,0,2,2,Accident case
3210,Manipal,2.0,3.0,0.0,39.0,1,0,3,2,1,Accident case
3211,Manipal,6.0,4.0,1.0,39.0,1,0,1,1,1,Missing case
3212,Udupi,2.0,4.0,0.0,43.0,0,1,3,6,0,Other case
3213,Udupi,3.0,5.0,0.0,35.0,1,0,1,2,1,Other case
3214,Udupi,2.0,4.0,0.0,30.0,0,0,0,0,2,Other case
3215,Udupi,3.0,5.0,1.0,28.0,1,0,3,0,1,Other case
3216,Udupi,3.0,5.0,0.0,28.0,1,0,5,2,1,Accident case
3217,Hebri,1.0,4.0,0.0,25.0,1,0,2,3,1,Accident case
3218,Kota,1.0,4.0,1.0,39.0,0,0,0,0,2,Accident case
3219,Byndoor,1.0,4.0,0.0,39.0,1,0,1,0,1,Accident case
3220,Sirva,0.0,4.0,1.0,55.0,1,0,1,0,1,Missing case
3221,Kundapur,1.0,4.0,0.0,26.0,1,0,2,1,1,Other case
3222,Kundapur,1.0,4.0,0.0,20.0,0,1,1,2,0,Other case
3223,Udupi,1.0,4.0,1.0,52.0,0,0,1,1,2,Accident case
3224,Kota,0.0,4.0,0.0,30.0,1,0,2,0,1,Accident case
3225,Kota,5.0,3.0,0.0,35.0,0,1,2,1,0,Missing case
3229,Udupi,0.0,4.0,1.0,42.0,0,0,2,2,2,Accident case
3230,Kundapur,0.0,4.0,1.0,39.0,0,0,0,0,2,Accident case
3231,Karkala,1.0,4.0,1.0,59.0,0,0,0,2,2,Accident case
3232,Kota,1.0,4.0,0.0,25.0,1,0,1,0,1,Jugari case
3233,Kota,1.0,4.0,0.0,43.0,1,0,1,0,1,Jugari case
3234,Kota,1.0,4.0,1.0,43.0,1,0,1,0,1,Jugari case
3235,Kollur,1.0,4.0,0.0,19.0,1,0,1,0,1,Other case
3236,Kollur,0.0,4.0,1.0,23.0,1,0,1,1,1,Accident case
3237,Kundapur,6.0,4.0,0.0,28.0,1,0,3,1,1,Accident case
3238,Hebri,6.0,4.0,0.0,45.0,0,1,2,4,0,Accident case
3239,Udupi,1.0,4.0,0.0,42.0,1,0,3,2,1,Accident case
3240,Kundapur,1.0,4.0,0.0,39.0,0,0,0,0,2,Accident case
3241,Udupi,0.0,4.0,0.0,36.0,1,0,3,0,1,Accident case
3242,Udupi,0.0,4.0,0.0,58.0,1,0,3,1,1,Accident case
3243,Karkala,1.0,4.0,0.0,34.0,1,0,3,0,1,Accident case
3244,Byndoor,0.0,4.0,0.0,30.0,0,0,0,0,2,Accident case
3245,Kundapur,0.0,4.0,0.0,40.0,0,0,1,1,2,Accident case
3246,Udupi,0.0,4.0,0.0,60.0,1,0,3,2,1,Other case
3247,Kota,0.0,4.0,0.0,30.0,0,0,1,2,2,Accident case
3248,Udupi,0.0,4.0,0.0,55.0,1,0,1,1,1,Theft case
3251,Udupi,5.0,4.0,1.0,23.0,1,0,2,1,1,Accident case
3252,Udupi,0.0,11.0,0.0,57.0,1,0,1,6,1,Other case
3253,Udupi,0.0,5.0,0.0,28.0,1,0,2,1,1,Accident case
3254,Kota,0.0,5.0,1.0,50.0,0,0,0,2,2,Theft case
3255,Udupi,1.0,5.0,1.0,34.0,1,0,1,0,1,Accident case
3256,Manipal,1.0,5.0,0.0,39.0,0,0,0,0,2,Accident case
3257,Udupi,6.0,5.0,1.0,44.0,1,0,2,0,1,Missing case
3258,Manipal,1.0,5.0,0.0,55.0,0,0,0,2,2,Theft case
3259,Udupi,1.0,5.0,1.0,24.0,0,0,3,1,2,Other case
3260,Udupi,2.0,5.0,1.0,32.0,1,0,1,0,1,Other case
3261,Kundapur,6.0,5.0,1.0,39.0,1,0,1,0,1,Accident case
3262,Udupi,5.0,5.0,1.0,39.0,1,0,1,0,1,Accident case
3263,Shankaranarayana,6.0,5.0,0.0,35.0,0,0,0,0,2,Accident case
3264,Udupi,2.0,7.0,0.0,39.0,1,0,2,2,1,Theft case
3265,Udupi,0.0,5.0,0.0,3.0,1,0,7,0,1,Jugari case
3266,Hiriyadka,6.0,5.0,0.0,39.0,0,0,0,0,2,Other case
3267,Karkala,5.0,5.0,1.0,25.0,0,1,0,1,0,Accident case
3268,Kundapur,5.0,5.0,1.0,47.0,1,0,2,0,1,Accident case
3269,Hiriyadka,5.0,5.0,0.0,44.0,1,0,2,0,1,Accident case
3270,Hebri,5.0,5.0,0.0,45.0,0,0,0,0,2,Accident case
3271,Kundapur,6.0,5.0,0.0,38.0,1,0,2,0,1,Accident case
3272,Udupi,3.0,4.0,0.0,38.0,0,0,0,0,2,Other case
3273,Kundapur,2.0,4.0,0.0,39.0,1,0,1,1,1,Other case
3274,Kundapur,2.0,4.0,0.0,39.0,1,0,1,1,1,Other case
3275,Kundapur,2.0,4.0,0.0,39.0,1,0,1,0,1,Other case
3276,Byndoor,5.0,5.0,1.0,39.0,0,0,0,0,2,Other case
3277,Udupi,4.0,5.0,0.0,64.0,1,0,2,0,1,Accident case
3278,Kundapur,4.0,5.0,0.0,30.0,0,0,0,0,2,Accident case
3279,Byndoor,5.0,5.0,0.0,31.0,1,0,2,7,1,Other case
3280,Udupi,4.0,5.0,1.0,38.0,1,0,3,2,1,Other case
3281,Udupi,5.0,5.0,0.0,21.0,1,0,3,0,1,Accident case
3282,Karkala,4.0,5.0,1.0,59.0,1,0,1,0,1,Accident case
3283,Sirva,3.0,5.0,0.0,49.0,1,0,1,2,1,Missing case
3284,Udupi,4.0,5.0,1.0,62.0,1,0,1,2,1,Other case
3285,Udupi,5.0,5.0,1.0,39.0,1,0,2,1,1,Other case
3286,Udupi,4.0,5.0,0.0,39.0,0,0,0,0,2,Other case
3287,Udupi,3.0,5.0,0.0,27.0,0,0,0,1,2,Accident case
3288,Udupi,3.0,5.0,0.0,18.0,1,0,1,1,1,Accident case
3289,Udupi,4.0,5.0,0.0,45.0,0,0,1,1,2,Accident case
3290,Udupi,4.0,5.0,0.0,34.0,1,0,5,0,1,Accident case
3291,Udupi,2.0,7.0,0.0,35.0,1,0,1,0,1,Fraud case
3292,Udupi,2.0,7.0,0.0,25.0,0,0,0,0,2,Fraud case
3293,Udupi,2.0,7.0,0.0,38.0,0,0,0,0,2,Fraud case
3294,Hebri,4.0,5.0,1.0,39.0,0,0,0,0,2,Other case
3295,Udupi,3.0,5.0,0.0,60.0,1,0,1,3,1,Other case
3296,Udupi,4.0,5.0,1.0,28.0,0,0,1,1,2,Other case
3297,Kundapur,5.0,5.0,1.0,39.0,0,0,0,0,2,Jugari case
3298,Hiriyadka,2.0,7.0,0.0,52.0,0,0,0,0,2,Missing case
3299,Udupi,5.0,5.0,1.0,39.0,0,0,0,1,2,Other case
3300,Karkala,6.0,6.0,0.0,29.0,0,0,1,2,2,Other case
3301,Kota,6.0,6.0,0.0,27.0,1,0,5,1,1,Other case
3302,Udupi,5.0,5.0,1.0,30.0,0,0,0,0,2,Jugari case
3303,Manipal,5.0,5.0,1.0,39.0,1,0,1,0,1,Other case
3304,Kundapur,5.0,5.0,1.0,39.0,0,0,0,0,2,Other case
3305,Kundapur,0.0,3.0,1.0,42.0,0,0,4,3,2,Other case
3306,Udupi,3.0,5.0,0.0,24.0,1,0,2,1,1,Missing case
3308,Byndoor,4.0,5.0,1.0,1.0,1,0,2,0,1,Other case
3309,Udupi,3.0,5.0,1.0,37.0,0,1,0,2,0,Accident case
3310,Byndoor,3.0,5.0,1.0,28.0,0,0,0,2,2,Accident case
3311,Byndoor,3.0,5.0,0.0,21.0,0,0,0,3,2,Accident case
3312,Kundapur,2.0,4.0,0.0,33.0,0,1,0,1,0,Other case
3313,Sirva,3.0,11.0,0.0,39.0,0,1,0,4,0,Other case
3314,Udupi,2.0,7.0,0.0,23.0,1,0,3,1,1,Accident case
3315,Kaapu,2.0,7.0,0.0,39.0,1,0,3,3,1,Other case
3316,Udupi,3.0,5.0,0.0,30.0,1,0,2,0,1,Other case
3317,Kundapur,2.0,5.0,1.0,31.0,0,0,0,0,2,Other case
3318,Manipal,2.0,5.0,1.0,31.0,1,0,1,0,1,Other case
3319,Byndoor,4.0,11.0,0.0,56.0,1,0,4,1,1,Other case
3320,Kollur,2.0,7.0,1.0,36.0,1,0,1,1,1,Other case
3321,Karkala,2.0,5.0,1.0,41.0,1,0,3,0,1,Accident case
3322,Hiriyadka,2.0,5.0,1.0,79.0,1,0,1,0,1,Accident case
3323,Udupi,6.0,5.0,1.0,55.0,1,0,4,1,1,Accident case
3324,Udupi,2.0,5.0,0.0,39.0,0,0,1,1,2,Accident case
3325,Kundapur,1.0,5.0,0.0,10.0,1,0,2,0,1,Accident case
3326,Udupi,1.0,5.0,0.0,65.0,1,0,2,1,1,Accident case
3327,Hebri,0.0,5.0,1.0,39.0,1,0,8,2,1,Other case
3328,Udupi,2.0,5.0,0.0,44.0,1,0,1,0,1,Other case
3329,Udupi,1.0,5.0,0.0,35.0,1,0,3,0,1,Accident case
3330,Udupi,1.0,5.0,0.0,39.0,1,0,4,0,1,Other case
3331,Udupi,1.0,5.0,1.0,52.0,0,0,0,1,2,Accident case
3332,Byndoor,1.0,5.0,0.0,59.0,1,0,1,1,1,Accident case
3333,Udupi,0.0,5.0,0.0,35.0,1,0,2,1,1,Accident case
3334,Kota,0.0,5.0,0.0,58.0,1,0,1,0,1,Accident case
3335,Karkala,1.0,5.0,0.0,31.0,0,0,5,2,2,Accident case
3336,Kollur,0.0,5.0,1.0,38.0,0,0,0,0,2,Accident case
3337,Kundapur,1.0,5.0,1.0,1.0,0,0,0,0,2,Jugari case
3338,Kota,5.0,6.0,1.0,39.0,0,0,0,2,2,Jugari case
3339,Kota,5.0,6.0,1.0,39.0,1,0,1,1,1,Jugari case
3340,Kota,5.0,6.0,1.0,29.0,0,1,1,1,0,Accident case
3341,Kundapur,5.0,6.0,1.0,45.0,0,0,0,0,2,Accident case
3342,Kundapur,6.0,6.0,0.0,36.0,0,0,0,2,2,Other case
3343,Sirva,4.0,6.0,1.0,55.0,0,1,2,3,0,Accident case
3344,Udupi,5.0,6.0,1.0,47.0,1,0,1,0,1,Jugari case
3345,Udupi,5.0,6.0,0.0,39.0,1,0,2,0,1,Jugari case
3346,Byndoor,6.0,5.0,0.0,38.0,1,0,3,0,1,Other case
3347,Udupi,2.0,7.0,0.0,39.0,0,0,0,1,2,Other case
3348,Hebri,3.0,6.0,1.0,76.0,0,0,0,1,2,Accident case
3349,Manipal,4.0,6.0,1.0,39.0,1,0,1,0,1,Accident case
3350,Manipal,0.0,6.0,1.0,39.0,0,0,2,4,2,Accident case
3351,Byndoor,4.0,6.0,0.0,59.0,0,0,0,0,2,Other case
3352,Udupi,6.0,5.0,0.0,28.0,1,0,7,17,1,Other case
3353,Udupi,2.0,1.0,0.0,71.0,1,0,2,0,1,Other case
3354,Karkala,4.0,6.0,1.0,62.0,1,0,1,0,1,Jugari case
3355,Udupi,4.0,6.0,1.0,1.0,1,0,1,0,1,Jugari case
3356,Udupi,4.0,6.0,1.0,1.0,1,0,1,0,1,Jugari case
3357,Udupi,4.0,6.0,1.0,42.0,1,0,4,3,1,Accident case
3358,Karkala,3.0,6.0,1.0,32.0,1,0,1,0,1,Accident case
3359,Udupi,3.0,6.0,1.0,48.0,1,0,1,2,1,Missing case
3360,Udupi,1.0,6.0,1.0,50.0,0,1,3,1,0,Theft case
3361,Ajekar,4.0,6.0,1.0,42.0,0,0,0,0,2,Other case
3362,Kundapur,2.0,7.0,0.0,22.0,0,0,0,1,2,Other case
3363,Karkala,2.0,6.0,1.0,39.0,1,0,2,0,1,Accident case
3364,Udupi,3.0,6.0,1.0,65.0,1,0,2,1,1,Accident case
3365,Byndoor,3.0,6.0,1.0,29.0,1,0,1,2,1,Other case
3366,Kundapur,3.0,6.0,1.0,28.0,0,0,0,0,2,Other case
3367,Karkala,3.0,6.0,1.0,39.0,1,0,1,1,1,Accident case
3368,Karkala,2.0,6.0,1.0,33.0,1,0,1,0,1,Accident case
3369,Byndoor,2.0,6.0,1.0,35.0,1,0,2,1,1,Accident case
3370,Byndoor,5.0,6.0,0.0,70.0,1,0,1,0,1,Theft case
3371,Shankaranarayana,2.0,6.0,1.0,46.0,1,0,1,0,1,Jugari case
3372,Kundapur,2.0,6.0,0.0,40.0,1,0,2,1,1,Jugari case
3373,Udupi,1.0,6.0,1.0,39.0,0,0,1,1,2,Accident case
3374,Udupi,2.0,6.0,1.0,38.0,0,1,1,2,0,Accident case
3375,Kundapur,2.0,6.0,0.0,42.0,0,0,0,0,2,Theft case
3376,Udupi,1.0,5.0,0.0,31.0,1,0,1,0,1,Other case
3377,Ajekar,2.0,6.0,0.0,53.0,1,0,2,1,1,Other case
3378,Kota,1.0,6.0,0.0,30.0,1,0,5,2,1,Other case
3379,Udupi,0.0,6.0,1.0,52.0,1,0,5,1,1,Accident case
3380,Kundapur,1.0,6.0,1.0,45.0,1,0,1,0,1,Accident case
3381,Udupi,2.0,7.0,0.0,64.0,0,0,0,0,2,Accident case
3382,Udupi,1.0,6.0,0.0,39.0,0,0,0,0,2,Other case
3383,Kota,0.0,6.0,1.0,39.0,0,0,0,3,2,Jugari case
3384,Shankaranarayana,6.0,6.0,0.0,25.0,1,0,1,0,1,Accident case
3385,Kundapur,0.0,6.0,0.0,38.0,1,0,1,1,1,Missing case
3386,Udupi,0.0,6.0,1.0,33.0,1,0,1,0,1,Other case
3387,Manipal,0.0,6.0,1.0,34.0,0,1,0,1,0,Other case
3388,Kundapur,5.0,6.0,0.0,39.0,0,0,0,1,2,Theft case
3389,Karkala,3.0,6.0,0.0,56.0,0,0,3,1,2,Missing case
3390,Udupi,0.0,6.0,0.0,39.0,1,0,1,0,1,Jugari case
3391,Kota,6.0,6.0,1.0,39.0,1,0,1,1,1,Jugari case
3392,Hebri,6.0,6.0,0.0,39.0,0,0,0,2,2,Accident case
3393,Manipal,2.0,7.0,1.0,39.0,1,0,1,0,1,Accident case
3394,Udupi,2.0,7.0,0.0,1.0,0,0,4,2,2,Jugari case
3395,Kundapur,5.0,6.0,1.0,39.0,1,0,2,0,1,Accident case
3396,Kollur,5.0,6.0,1.0,29.0,0,0,0,0,2,Accident case
3397,Byndoor,5.0,6.0,0.0,23.0,0,0,1,1,2,Accident case
3398,Kundapur,6.0,6.0,0.0,36.0,1,0,2,0,1,Accident case
3399,Kundapur,0.0,6.0,0.0,48.0,0,0,1,1,2,Accident case
3400,Manipal,5.0,6.0,0.0,1.0,1,0,2,0,1,Jugari case
3401,Byndoor,5.0,6.0,1.0,53.0,1,0,2,0,1,Jugari case
3402,Karkala,5.0,6.0,1.0,48.0,0,1,5,2,0,Other case
3403,Kundapur,5.0,6.0,0.0,39.0,1,0,2,2,1,Other case
3404,Udupi,5.0,6.0,0.0,19.0,1,0,2,1,1,Accident case
3405,Kota,3.0,6.0,1.0,46.0,0,0,0,1,2,Accident case
3406,Kollur,4.0,6.0,1.0,42.0,1,0,1,0,1,Accident case
3407,Udupi,0.0,6.0,0.0,37.0,0,1,1,1,0,Theft case
3408,Byndoor,4.0,6.0,0.0,48.0,0,0,3,8,2,Other case
3409,Sirva,4.0,6.0,0.0,27.0,1,0,2,0,1,Accident case
3410,Udupi,3.0,6.0,0.0,25.0,0,0,1,3,2,Accident case
3411,Karkala,3.0,6.0,1.0,59.0,1,0,1,0,1,Accident case
3412,Udupi,4.0,6.0,0.0,39.0,1,0,1,0,1,Other case
3413,Byndoor,6.0,6.0,0.0,29.0,0,0,0,3,2,Accident case
3414,Kundapur,6.0,6.0,1.0,28.0,0,0,1,2,2,Jugari case
3415,Sirva,6.0,6.0,1.0,32.0,0,0,8,4,2,Jugari case
3416,Udupi,6.0,6.0,1.0,38.0,1,0,2,3,1,Jugari case
